nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
173585;7;4;1;4;1;3;1;1;1;1;1;2;4;1;4;1;1;1;1;2;2;1;50;2;0;2;1;11;0;6;251025;2;;;;;;;;7;1;2;2;;;5;1.197902;4;3;1;4;2;4;2;2;2;1;2;2;1;2;2;1;2;2;4;5;1;1;5;1;1;1;1;1;1;1;1;1;1;1;2;2;6;6;6;2;3;3;3;3;3;4;2;98;2;1;3;1;2;1;2;1;2;;1;2;1;2;2;2;;2;;2;2;2;2;2;;2
173593;6;6;2;3;1;3;2;2;1;1;1;2;4;2;4;1;;;;;3;1;32;2;1;3;1;11;5;6;822008;;2;2;1;2;2;2;2;14;1;3;2;;;4;0.7876043;4;4;4;4;1;4;1;2;1;2;2;2;2;2;1;2;2;1;1;1;4;1;6;1;1;1;7;1;1;1;7;1;1;1;6;6;6;1;6;1;2;1;1;5;1;4;2;2;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
173594;7;3;4;1;1;2;1;1;1;1;1;2;3;2;3;1;2;2;2;2;1;1;63;1;0;2;1;16;7;7;931024;1;2;2;1;2;2;2;2;7;4;3;2;1;;6;1.216681;2;2;3;1;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2;3;2;2;3;2;7;7;7;2;7;5;2;2;2;3;2;3;5;3;4;4;5;2;6;3;1;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
173625;10;8;1;1;2;3;2;1;1;1;1;2;3;1;4;3;;;;;3;1;27;2;1;4;1;9;5;4;823005;;;;;;;;;9;1;3;2;;;3;0.1951106;1;1;3;1;1;4;1;1;1;2;2;1;2;2;2;2;2;2;4;1;1;1;3;2;1;1;1;2;1;3;1;3;1;1;6;6;6;2;6;2;1;3;3;2;5;4;2;4;3;3;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
173638;12;5;2;2;1;2;1;1;1;1;1;2;1;1;4;1;2;2;1;2;2;1;67;2;0;3;1;16;0;7;222005;2;;;;;;;;12;4;1;2;1;;6;1.13962;3;2;3;4;4;4;3;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;3;3;3;3;3;4;2;3;2;3;2;3;3;3;2;2;4;2;5;5;3;3;5;6;1;;3;1;3;1;2;1;2;1;1;;2;1;2;1;2;2;;2;;1;2;2;2;2;;2
173645;6;1;3;2;2;3;1;1;1;1;1;2;2;1;4;1;2;1;1;1;4;1;31;2;2;1;1;6;4;3;740047;2;;;;;;;;7;2;3;2;1;;4;0.6862143;3;1;1;1;1;2;2;1;2;2;1;1;2;2;2;2;1;2;4;2;2;1;4;2;1;1;1;1;1;1;1;1;1;1;2;2;1;2;3;2;3;3;2;2;2;4;2;3;2;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
173646;8;1;3;4;2;3;2;1;1;1;1;2;2;1;4;1;;;;;4;1;33;2;2;1;1;11;4;6;830090;;;;;;;;;9;1;4;10;;;4;0.6263971;3;1;3;2;2;2;1;2;1;1;2;1;1;2;2;1;1;1;2;2;1;1;3;2;3;1;1;6;1;5;7;1;1;7;1;1;6;2;4;2;5;3;2;1;1;4;1;;2;2;3;3;;;;;;;;;;2;2;1;;;;;;;;;;
173647;11;1;3;4;1;1;2;1;1;1;1;2;2;1;4;1;;;;;2;2;36;1;1;1;1;9;7;4;910074;;;;;;;;;11;1;7;2;;0;4;0.1905413;2;2;1;2;4;2;1;2;2;1;2;2;2;2;1;1;2;2;4;3;3;1;3;2;6;2;2;6;2;6;6;6;1;2;2;3;1;1;4;2;5;5;3;3;3;16;1;;1;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
173653;9;9;1;4;1;1;2;2;1;2;2;2;2;1;4;1;;;;;1;2;35;1;0;5;1;9;2;4;114001;;;;;;;;;12;1;3;2;;;4;0.8845625;2;2;2;4;1;4;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;3;4;4;4;4;5;4;5;3;5;4;5;2;3;2;2;3;3;5;5;2;2;5;6;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
173655;6;9;1;4;3;2;2;1;1;2;2;2;2;1;4;1;;;;;1;2;22;1;0;5;1;9;2;4;114001;;;;;;;;;11;1;3;2;;;2;0.8845626;1;1;2;5;1;4;5;2;2;2;2;2;1;2;2;1;2;2;4;1;1;1;3;2;1;1;7;1;1;1;1;7;7;7;6;6;6;6;6;6;3;5;3;5;5;16;1;;3;1;3;4;;;;;;;;;;1;2;2;;;;;;;;;;
173663;3;1;3;2;1;2;2;1;1;1;1;2;2;1;4;1;;;;;1;1;62;1;0;1;1;16;4;7;240082;;;;;;;;;7;4;3;3;1;;6;1.082698;4;1;1;1;1;4;2;2;1;2;2;2;2;1;2;2;2;2;4;1;1;1;1;5;2;2;2;2;2;2;2;2;2;2;1;6;1;2;3;1;5;5;1;5;5;4;2;3;2;1;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
173664;1;8;1;4;1;2;2;1;1;1;2;2;2;1;4;1;;;;;1;2;24;1;0;4;1;15;4;8;243001;;;;;;;;;12;3;3;3;1;;2;0.8228092;2;1;4;1;2;4;2;2;1;2;2;2;1;2;2;2;2;1;1;2;1;3;4;3;2;7;1;3;1;2;1;2;7;7;6;6;6;2;6;6;5;5;5;5;5;4;1;;3;3;1;3;;;;;;;;;;2;2;2;;;;;;;;;;
173667;6;7;1;4;1;2;2;1;1;1;1;1;4;2;4;1;;;;;2;2;22;2;0;4;1;15;0;8;253001;;2;2;1;2;2;2;2;12;3;3;1;1;;2;0.2843022;3;2;2;1;2;4;3;2;1;2;2;1;2;2;2;1;2;2;1;1;2;1;3;3;1;1;1;4;1;3;1;3;1;7;6;6;6;6;4;3;3;3;3;2;3;4;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
173668;7;7;1;1;1;2;2;1;1;1;1;2;2;1;4;1;;;;;2;1;28;2;0;4;1;6;0;3;313003;;;;;;;;;11;1;3;2;;;3;1.005901;4;4;2;4;2;4;3;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;3;3;5;1;1;4;5;5;5;4;2;2;2;2;2;3;4;2;3;3;2;2;2;5;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
173671;6;8;2;4;3;2;2;2;1;1;2;2;3;1;4;1;;;;;1;2;20;1;0;4;1;11;3;6;523003;;;;;;;;;7;1;3;2;;;2;1.061474;1;1;1;1;1;4;1;1;1;1;1;2;1;2;2;1;2;2;4;2;1;1;3;3;2;1;2;3;2;4;2;2;2;2;3;3;4;2;4;3;4;4;3;3;3;3;1;;2;1;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
173686;8;8;3;4;1;2;1;1;1;1;1;2;2;1;4;1;2;1;2;2;5;1;30;2;3;4;1;11;7;6;933002;2;;;;;;;;3;1;3;2;;;4;0.3342136;1;1;1;5;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;1;3;3;1;2;1;2;1;3;1;3;1;1;6;6;6;6;6;2;3;3;2;1;1;6;2;2;3;2;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
173690;8;9;1;4;3;2;2;1;1;1;1;2;1;1;4;1;;;;;1;2;30;1;0;5;1;11;2;6;114001;;;;;;;;;10;1;3;2;;;4;0.8845626;1;2;1;1;4;4;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;1;3;4;6;2;2;4;2;4;7;4;2;3;2;6;6;6;6;2;5;5;3;2;3;5;1;;3;1;3;4;;;;;;;;;;1;2;2;;;;;;;;;;
173703;1;7;1;3;3;1;2;2;1;2;2;1;2;1;4;1;;;;;1;1;23;1;0;4;1;15;0;8;313006;;;;;;;;;11;3;3;1;1;;2;1.023335;1;1;2;1;1;3;1;2;1;2;2;2;2;2;2;1;2;2;2;3;1;3;3;1;1;7;1;1;1;1;1;1;1;1;6;5;2;1;1;2;1;2;5;4;4;5;1;;1;2;3;4;;;;;;;;;;1;2;2;;;;;;;;;;
173714;9;7;1;4;2;3;2;1;1;1;1;2;2;1;4;1;;;;;2;1;31;2;0;4;1;6;5;3;823002;;;;;;;;;12;1;3;2;;;4;0.2924425;3;3;3;1;4;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;1;2;3;2;1;1;1;1;1;3;1;2;1;1;2;2;1;1;2;1;3;2;2;2;5;7;1;;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
173723;14;8;2;4;3;2;2;1;1;2;1;2;4;1;4;3;;;;;1;2;24;1;0;4;1;15;7;8;913003;;;;;;;;;10;3;;;2;;2;0.2514793;3;9;3;3;1;4;3;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;3;2;3;7;7;4;7;3;2;3;7;1;6;6;6;2;3;6;5;5;5;5;5;5;2;4;1;1;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
173729;15;8;1;4;1;1;2;2;1;2;1;2;2;1;4;1;;;;;1;1;61;1;0;4;1;16;4;7;243001;;;;;;;;;12;4;1;2;1;;6;1.05442;2;1;2;1;3;4;2;2;1;1;2;1;1;2;2;1;1;2;4;3;5;1;6;4;6;1;1;6;1;5;7;7;1;7;2;3;2;1;4;2;3;3;1;1;1;5;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
173746;6;4;1;4;1;2;2;2;1;2;1;2;2;2;3;2;;;;;1;2;25;1;0;2;1;11;4;6;741001;;1;2;2;2;2;1;1;12;1;3;5;;;3;1.266607;3;3;4;4;3;3;2;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;3;3;1;1;1;4;1;5;1;2;1;2;3;3;2;2;4;3;3;3;2;2;4;5;2;4;2;2;4;4;;;;;;;;;;1;2;2;;;;;;;;;;
173749;11;8;1;4;1;2;2;2;1;2;1;2;4;1;4;1;;;;;1;2;29;1;0;4;1;9;5;4;823005;;;;;;;;;12;2;3;1;1;;3;1.052792;4;2;4;3;1;4;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;6;2;1;1;1;6;7;3;1;3;1;7;6;6;6;3;5;1;3;3;2;1;1;6;1;;3;1;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
173751;15;8;1;4;1;1;2;2;1;1;1;1;5;1;4;3;;;;;2;2;34;1;1;4;1;9;7;4;913003;;;;;;;;;12;1;7;3;;0;4;0.1257201;2;6;2;2;6;2;1;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;6;2;2;7;7;3;3;5;1;3;7;3;6;6;1;1;3;6;5;5;5;5;5;3;2;3;3;2;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
173768;10;8;1;4;1;2;2;2;1;2;1;2;4;1;4;1;;;;;1;1;32;1;0;4;1;6;0;3;233002;;;;;;;;;12;1;1;1;;;4;1.023488;1;1;2;1;4;4;1;2;1;2;2;1;1;2;2;2;2;2;4;3;3;9;9;3;1;2;2;3;2;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;16;9;;3;3;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
173774;1;7;1;4;1;2;2;2;1;2;1;2;4;2;1;1;;;;;1;1;23;1;0;4;1;15;3;8;543002;;2;2;1;2;2;2;2;11;3;;;2;;2;0.2961642;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;2;2;1;1;1;1;3;2;3;3;3;3;2;5;4;4;3;2;6;6;6;6;6;6;3;3;3;3;3;3;2;3;2;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
173775;4;8;2;4;1;1;2;1;1;1;2;2;3;1;3;1;;;;;1;2;22;1;0;4;1;15;5;8;823005;;;;;;;;;12;3;;;2;;2;0.2924501;3;2;2;2;2;3;1;2;1;1;2;2;2;2;2;2;2;1;2;2;1;1;3;3;4;5;4;5;4;5;7;7;2;5;2;6;6;6;4;1;5;5;1;1;5;4;1;;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
173782;1;7;1;4;1;2;2;1;1;2;1;2;2;1;4;1;;;;;1;2;20;1;0;4;1;15;0;8;253001;;;;;;;;;11;3;1;1;1;;2;0.7095879;1;2;5;2;3;4;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;3;3;1;1;1;6;1;3;1;3;7;1;2;2;6;2;4;1;3;2;1;1;5;4;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
173783;4;8;2;4;1;2;2;1;1;2;2;1;4;2;4;1;;;;;1;1;18;1;0;4;1;15;1;8;423001;;2;2;1;2;2;2;2;10;3;;;2;;1;0.815919;2;4;2;3;3;5;2;2;1;2;2;1;2;2;2;1;2;2;1;1;1;1;3;1;1;1;1;1;1;2;1;1;1;1;6;6;1;2;6;1;5;5;2;3;2;99;1;;2;1;4;4;;;;;;;;;;2;2;2;;;;;;;;;;
173785;4;1;2;3;1;2;1;1;1;1;1;2;3;1;4;1;2;2;1;2;3;2;26;1;2;1;1;6;3;3;540018;2;;;;;;;;7;1;3;1;;;3;0.4774277;1;1;1;1;1;3;5;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;3;2;3;3;2;4;4;4;7;4;1;2;1;6;1;1;2;1;5;5;2;2;5;4;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
173786;14;8;2;4;3;1;1;1;1;1;2;2;2;1;4;1;2;2;2;2;1;2;22;1;0;4;1;15;7;8;913003;1;;;;;;;;11;3;;;2;;2;0.2514793;2;2;3;3;4;4;5;2;1;2;2;1;2;2;2;2;2;2;4;2;3;1;4;1;6;7;7;6;7;6;6;6;7;7;6;6;6;6;6;6;5;5;5;5;5;5;2;6;3;3;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
173787;11;4;1;4;2;2;2;1;1;2;1;2;3;1;4;1;;;;;2;1;26;2;0;2;1;11;0;6;251012;;;;;;;;;9;1;3;2;;;3;0.6597629;2;2;2;1;3;2;5;2;1;1;2;2;2;2;2;1;2;2;2;3;1;1;3;3;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;1;3;3;2;5;5;4;1;;2;1;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
173823;14;8;2;2;2;3;1;1;1;1;1;2;2;1;4;1;1;1;1;2;4;1;56;4;0;4;1;1;6;1;723002;2;;;;;;;;14;1;7;2;;0;5;0.7631882;4;3;1;2;4;4;2;1;1;2;1;1;2;2;2;1;2;2;3;2;1;1;4;1;1;1;1;1;1;3;1;1;1;1;2;2;2;3;3;2;3;3;1;1;1;3;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
183972;15;9;1;3;1;3;1;1;1;1;1;2;2;1;4;1;2;2;1;2;3;2;43;1;2;5;1;9;2;4;114001;2;;;;;;;;12;1;1;3;;;4;0.2979293;1;1;1;1;1;4;3;2;1;2;2;1;2;2;2;1;2;2;3;2;3;1;3;3;2;3;2;3;7;4;7;3;1;7;2;2;6;1;3;1;2;2;1;2;2;5;9;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
183975;14;9;1;1;1;2;1;1;1;1;1;2;1;1;4;1;2;1;1;2;3;1;39;2;1;5;1;6;2;3;114001;2;;;;;;;;7;1;3;2;;;4;0.5958587;1;2;3;1;2;1;1;2;1;2;2;1;1;2;2;2;2;2;2;2;1;1;5;3;1;2;1;6;7;3;7;3;2;7;2;2;6;6;4;2;3;5;2;1;5;5;1;;2;1;4;2;1;2;1;1;2;;2;1;2;2;2;2;;2;;2;2;2;2;2;;2
183980;11;9;1;3;3;2;2;1;1;1;1;2;3;1;3;1;;;;;2;1;46;2;0;5;1;6;2;3;114001;;;;;;;;;12;1;3;2;;;4;0.893788;1;1;3;1;1;4;2;2;2;1;2;2;2;2;2;1;2;1;2;4;1;1;3;4;3;1;1;1;7;3;1;1;7;2;2;3;6;6;2;1;5;5;2;1;1;1;2;5;2;2;4;3;;;;;;;;;;2;2;2;;;;;;;;;;
183981;9;9;1;2;1;2;2;1;1;1;1;2;1;1;4;1;;;;;2;1;74;2;0;5;1;16;2;7;114001;;;;;;;;;10;4;1;2;1;;6;0.893788;4;4;4;4;4;4;2;2;2;1;2;1;1;2;2;2;2;2;4;2;2;1;4;2;6;1;1;1;7;1;7;1;1;7;2;2;6;6;3;2;3;2;5;2;5;3;1;;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
183982;10;9;2;2;2;3;1;1;1;1;1;2;2;1;4;1;2;1;2;2;4;1;38;2;2;5;1;2;2;2;114001;2;;;;;;;;12;1;6;2;;4;4;0.446894;1;4;4;4;2;4;2;2;1;1;2;2;1;2;2;2;2;2;4;3;3;1;5;3;5;3;1;3;1;5;1;5;1;7;2;6;6;1;4;1;5;5;2;1;1;4;1;;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
183983;14;9;2;2;1;3;1;1;1;1;1;2;4;1;4;1;2;2;1;2;6;1;47;4;2;5;1;11;2;6;114001;2;;;;;;;;3;1;3;2;;;4;0.5958587;1;1;1;2;4;4;9;2;2;2;2;1;1;2;2;1;2;2;2;2;1;2;5;2;1;1;1;1;7;1;1;1;1;7;6;6;6;6;6;2;5;5;5;5;5;16;2;1;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
183989;6;9;2;4;3;2;2;2;1;1;1;2;2;1;4;1;;;;;1;1;25;1;0;5;1;11;2;6;114001;;;;;;;;;7;1;3;2;;;3;0.893788;4;4;4;4;4;4;2;2;2;1;2;2;1;2;2;1;2;2;2;1;1;1;6;2;1;1;1;1;1;3;7;1;1;1;2;3;1;2;3;1;2;2;2;1;3;1;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
183992;7;9;1;3;1;2;2;1;1;1;2;1;3;1;4;1;;;;;5;1;35;2;3;5;1;10;2;5;114001;;;;;;;;;11;1;3;2;;;4;0.1478212;4;4;4;1;4;4;2;2;1;2;2;2;1;2;2;1;2;2;4;1;1;4;5;2;1;7;7;1;7;1;1;7;7;7;2;2;6;6;6;1;5;5;5;5;5;3;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
183996;10;9;1;2;1;2;1;1;1;1;1;2;1;1;4;1;2;2;2;2;2;1;71;2;0;5;1;16;2;7;114001;1;;;;;;;;9;4;3;2;1;;6;0.893788;9;9;9;9;9;4;2;2;2;2;2;1;1;2;2;1;2;2;2;2;1;1;4;3;1;1;1;6;7;1;2;7;2;7;1;2;6;1;1;1;2;3;1;1;1;4;2;8;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
184001;15;9;1;4;2;3;2;1;1;1;1;2;4;1;4;1;;;;;2;1;30;2;0;5;1;10;2;5;114001;;;;;;;;;4;1;2;2;;;4;0.8729332;4;2;2;2;3;4;2;2;1;2;2;2;2;2;1;1;2;2;2;2;1;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;6;6;3;2;3;3;1;2;5;5;1;;2;1;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
184007;2;9;2;1;1;2;1;1;1;1;1;2;4;2;3;1;2;2;1;2;3;1;35;2;1;5;1;11;2;6;114001;2;2;2;1;2;2;2;2;7;1;3;2;;;4;0.5958587;1;1;2;1;4;1;1;1;2;1;2;2;2;2;2;2;2;1;3;2;2;1;3;3;3;2;2;3;2;4;7;7;2;7;2;2;6;3;3;2;5;3;3;3;5;5;2;5;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
184013;15;7;2;4;3;2;2;2;1;2;1;2;4;3;1;3;;;;;2;2;21;2;0;4;1;15;0;8;223001;;2;1;2;2;2;2;2;9;3;;;2;;2;0.2980198;6;2;2;2;3;6;5;2;2;2;2;1;1;2;2;1;2;2;2;2;2;1;6;3;1;2;2;2;2;2;2;2;7;2;6;6;6;9;9;9;5;5;3;5;3;4;1;;3;2;4;4;;;;;;;;;;2;2;2;;;;;;;;;;
184016;7;8;2;2;1;2;1;1;1;1;1;1;4;2;4;1;1;2;1;2;1;2;49;1;0;4;1;10;0;5;233002;2;1;2;1;2;2;2;2;10;1;3;2;;;4;1.072621;1;1;4;6;4;4;2;2;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;3;7;2;7;3;2;3;7;3;2;3;6;6;6;6;6;6;5;5;2;5;5;5;1;;3;1;3;1;1;2;2;1;2;;2;1;2;1;2;2;;2;;2;2;2;2;2;;2
184031;7;7;1;4;2;3;2;2;1;2;1;2;1;1;4;1;;;;;2;1;23;2;0;4;1;11;0;6;313006;;;;;;;;;9;1;3;1;;;2;0.3271492;1;1;2;2;3;3;5;2;2;2;2;1;1;1;2;2;2;2;1;3;3;1;6;2;1;1;7;1;7;1;1;1;1;7;2;6;6;6;6;1;5;5;2;5;2;16;1;;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
184032;15;3;2;2;2;4;1;1;1;1;1;2;4;1;4;1;2;2;1;2;2;1;49;2;0;2;1;11;1;6;411045;2;;;;;;;;7;1;2;2;;;4;0.3546993;1;1;1;1;2;3;5;2;1;2;2;1;2;2;2;2;2;2;2;1;1;2;3;2;2;1;1;3;2;5;1;1;1;3;6;6;1;6;3;1;2;4;3;1;2;5;1;;3;1;3;3;;;;;;;;;;2;2;1;;;;;;;;;;
184037;6;8;2;4;3;3;2;1;1;1;1;2;2;1;4;1;;;;;2;2;34;2;0;4;1;10;1;5;423001;;;;;;;;;7;1;3;2;;;4;0.3136971;3;2;4;2;4;1;2;2;1;2;2;1;2;2;2;2;2;1;4;2;1;2;4;2;1;1;1;1;1;1;1;1;1;1;2;3;6;6;3;2;2;5;3;3;5;99;1;;3;1;9;1;2;2;1;1;2;;1;2;1;2;2;2;;2;;2;2;2;2;2;;2
184039;14;7;2;3;1;2;2;1;1;1;1;2;4;1;4;1;;;;;3;1;59;3;0;4;1;11;5;6;433001;;;;;;;;;7;1;3;2;;;5;1.108145;6;6;6;6;1;6;5;1;1;2;2;1;2;2;2;1;2;2;4;5;5;4;3;6;4;1;1;1;1;4;7;4;4;4;2;2;4;4;4;3;5;5;3;3;3;16;1;;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
184047;11;8;2;2;2;3;1;1;1;1;1;2;2;1;4;1;1;1;1;2;6;1;43;4;2;4;1;10;3;5;523003;2;;;;;;;;7;1;3;2;;;4;0.1779778;1;1;1;1;3;4;5;1;2;2;2;1;1;2;2;2;2;2;1;4;1;2;4;1;1;7;7;1;1;1;1;1;1;1;6;6;1;1;1;1;5;5;5;5;5;4;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
184052;12;6;2;4;2;2;1;1;1;2;1;2;2;1;4;1;2;2;1;2;2;1;36;2;0;3;1;8;3;4;532011;2;;;;;;;;7;1;1;2;;;4;0.3335954;1;1;1;1;3;4;2;1;1;2;2;1;2;2;2;2;2;2;1;2;2;1;3;2;2;3;2;2;2;2;2;2;2;2;6;6;6;6;6;2;5;5;2;2;5;4;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
184053;6;6;2;4;2;2;2;1;1;2;1;2;4;1;4;1;;;;;5;1;38;2;3;3;1;8;3;4;532011;;;;;;;;;11;1;3;2;;;4;0.1334381;4;4;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;4;4;4;1;4;4;1;1;1;1;1;1;1;1;1;1;2;3;2;3;4;2;3;3;3;3;3;4;2;8;3;2;3;3;;;;;;;;;;2;2;1;;;;;;;;;;
184057;15;2;2;2;2;3;1;1;1;1;1;2;1;1;4;1;1;1;1;2;2;1;65;2;0;2;1;17;3;7;541006;2;;;;;;;;11;5;3;2;1;;6;0.3852749;1;1;1;1;4;4;1;2;1;1;2;2;2;2;2;2;1;2;1;2;1;1;5;4;6;2;2;4;9;3;2;2;2;7;2;2;6;6;3;2;3;5;3;1;5;4;2;2;3;1;3;1;2;1;2;1;2;;2;1;2;2;2;2;;2;;2;2;2;2;2;;2
184061;8;7;2;4;2;3;1;1;1;1;1;2;2;1;4;1;2;2;1;2;3;1;28;2;1;4;1;10;3;5;543003;2;;;;;;;;10;1;3;2;;;3;0.177985;4;1;4;4;1;4;2;1;2;2;2;2;2;1;2;1;2;2;4;1;1;1;3;2;1;1;1;6;1;1;1;1;1;1;6;6;6;6;6;2;3;5;3;5;3;3;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
184067;6;8;2;3;1;3;1;1;1;1;1;2;3;1;4;1;2;2;1;2;2;2;40;1;1;4;1;10;6;5;723002;2;;;;;;;;7;1;3;2;;;4;0.145995;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;1;1;1;3;2;3;3;3;1;1;2;2;2;2;2;2;3;3;2;2;5;4;2;4;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
184076;8;1;4;1;2;4;1;1;1;1;1;2;4;1;4;1;2;1;1;2;5;2;50;5;0;1;1;10;6;5;730114;2;;;;;;;;7;1;1;2;;;5;0.3834913;1;1;1;1;2;4;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;3;3;3;2;2;3;2;3;3;3;2;2;2;3;6;6;3;2;5;3;3;4;3;3;2;3;1;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
184077;15;1;4;1;2;2;1;1;1;1;1;2;2;1;4;1;2;1;1;2;3;1;33;2;1;1;1;8;6;4;730114;2;;;;;;;;11;1;2;2;;;4;0.2678953;2;2;1;2;3;2;2;1;2;1;2;2;2;2;2;1;2;2;2;3;2;1;2;3;2;2;2;3;3;3;1;3;2;3;3;3;2;2;4;2;5;3;2;1;5;4;1;;1;3;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
184081;12;6;4;1;2;2;1;1;1;1;1;2;1;1;4;1;1;1;1;2;3;1;34;2;1;3;1;6;6;3;732007;2;;;;;;;;11;1;3;2;;;4;0.8156788;4;4;3;4;4;4;1;1;1;2;2;1;2;2;2;2;2;2;1;2;1;1;5;3;1;1;1;1;7;3;7;3;7;7;2;2;6;6;3;2;5;2;2;1;1;4;2;6;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
184091;10;6;2;3;2;3;1;1;1;1;1;2;4;1;4;1;2;2;1;2;2;1;55;2;0;3;1;10;5;5;822008;2;;;;;;;;8;1;3;1;;;5;0.3129903;1;1;1;1;1;4;2;1;1;2;2;2;2;2;2;1;2;2;4;1;1;1;4;3;4;4;7;6;7;4;7;6;6;7;6;6;6;6;6;6;3;3;3;5;5;4;2;6;1;1;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
