nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
110373;15;9;1;3;2;2;2;1;1;1;1;2;1;1;4;1;;;;;2;1;54;2;0;5;1;6;2;3;114001;;;;;;;;;12;1;3;2;;;5;0.7773286;4;1;3;1;4;1;1;2;1;1;2;2;2;1;2;2;2;2;2;1;1;1;3;4;1;1;1;1;7;1;1;1;1;7;6;3;6;6;4;6;5;3;2;1;2;4;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110385;15;9;3;2;2;3;1;1;1;1;1;2;2;1;4;1;2;2;1;2;2;1;63;2;0;5;1;16;2;7;114001;2;;;;;;;;12;4;6;2;1;2;6;0.8845424;1;1;1;1;4;4;2;2;2;1;2;1;2;2;2;2;2;2;4;4;4;1;3;2;1;1;1;1;7;1;1;7;1;7;2;2;6;6;2;1;3;3;2;2;5;4;2;4;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110390;15;9;2;5;1;3;2;1;1;1;1;2;2;1;4;1;;;;;3;1;50;3;0;5;1;10;2;5;114001;;;;;;;;;7;1;1;2;;;5;0.6579005;2;2;3;2;1;4;2;1;1;1;2;1;1;1;2;1;1;2;2;2;2;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;1;;3;2;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
110391;8;9;2;3;1;3;2;1;1;1;1;2;3;1;4;1;;;;;4;1;34;2;2;5;1;11;2;6;114001;;;;;;;;;7;1;3;2;;;4;0.4422813;3;1;2;2;2;4;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;1;3;3;9;1;1;1;1;3;1;2;1;1;9;2;1;2;3;2;5;3;3;5;3;6;1;;3;1;9;9;;;;;;;;;;2;2;2;;;;;;;;;;
110392;12;9;1;4;1;3;2;1;1;1;1;2;2;1;4;1;;;;;2;1;77;2;0;5;1;16;2;7;114001;;;;;;;;;7;4;3;2;1;;7;0.8845626;4;4;4;4;4;4;4;1;2;1;2;2;2;2;1;2;2;2;2;3;1;1;5;2;1;1;1;1;7;7;7;7;7;7;1;6;6;6;2;6;5;5;2;2;5;2;2;3;2;1;3;1;1;2;2;1;2;;1;1;2;2;2;2;;2;;2;2;2;2;2;;2
110407;15;9;3;4;1;2;2;1;1;1;1;2;3;1;4;1;;;;;2;1;52;2;0;5;1;11;2;6;114001;;;;;;;;;2;1;3;2;;;5;0.8841833;1;1;1;1;4;4;2;2;1;1;2;2;2;2;2;2;2;2;9;2;4;1;4;2;1;1;1;1;7;1;1;7;7;7;2;2;6;6;2;2;1;5;2;1;2;3;2;3;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110409;6;9;1;4;3;2;2;1;1;1;2;1;4;1;3;1;;;;;1;1;21;1;0;5;1;11;2;6;114001;;;;;;;;;7;1;3;2;;;2;0.8845626;1;1;1;1;4;4;1;2;2;2;2;2;1;1;2;1;2;2;4;1;5;1;4;1;1;7;1;7;1;1;1;1;1;7;6;6;6;6;6;1;5;5;5;1;5;4;1;;9;9;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110410;13;9;1;1;2;2;1;1;1;1;1;2;1;1;4;1;2;2;1;2;5;1;39;2;3;5;1;6;2;3;114001;2;;;;;;;;12;1;3;2;;;4;0.3007231;2;3;2;2;1;1;3;2;2;1;2;1;2;1;2;2;2;2;2;1;1;1;3;2;1;1;1;1;7;3;1;2;7;7;3;3;2;3;3;3;3;4;3;5;3;4;1;;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110432;11;9;1;4;1;3;2;1;1;1;1;2;2;1;4;1;;;;;2;1;55;2;0;5;1;11;2;6;114001;;;;;;;;;7;1;3;2;;;5;0.881206;1;1;1;1;1;4;2;2;2;2;2;1;2;2;2;2;2;2;1;4;1;1;4;1;1;1;7;1;1;1;1;1;1;1;2;2;2;3;2;2;3;3;2;5;5;4;2;98;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110455;12;9;2;2;2;2;1;2;1;2;1;1;1;1;4;1;1;1;1;1;2;1;62;2;0;5;1;6;2;3;114001;2;;;;;;;;12;1;3;2;;;6;0.8845624;1;2;1;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;4;2;2;2;6;3;5;1;1;9;1;5;7;6;1;1;2;3;2;2;4;2;2;3;2;1;4;1;1;;3;3;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110462;11;9;1;2;1;2;2;1;1;1;1;2;4;1;4;1;;;;;1;1;70;1;0;5;1;16;2;7;114001;;;;;;;;;12;4;1;2;1;;6;0.8845626;1;1;1;1;1;1;9;1;2;2;2;2;2;2;2;2;1;2;3;2;2;1;4;4;1;7;1;1;7;1;1;1;1;7;6;6;6;1;1;1;5;5;5;1;5;99;1;;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110469;6;9;1;2;1;3;2;1;1;1;1;2;4;2;4;1;;;;;1;2;70;1;0;5;1;16;2;7;114001;;2;2;1;2;2;2;2;12;4;1;2;1;;6;0.8845626;1;1;1;1;4;1;1;1;2;1;1;2;2;2;2;2;2;2;4;3;1;2;3;3;2;2;3;3;1;2;1;1;2;1;2;2;1;1;4;2;3;3;2;3;2;3;2;4;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110472;15;9;1;2;2;4;1;1;1;1;1;2;2;1;4;1;2;1;1;2;2;1;55;2;0;5;1;6;2;3;114001;2;;;;;;;;12;1;3;2;;;5;0.2483184;1;1;4;1;4;4;1;1;2;1;2;2;2;2;2;1;1;2;2;2;1;1;3;3;1;2;1;3;1;3;1;1;2;2;2;2;1;1;3;2;5;3;2;2;1;5;2;5;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110483;9;9;1;2;1;3;2;1;1;1;1;2;1;1;4;1;;;;;3;1;30;2;1;5;1;8;2;4;114001;;;;;;;;;11;1;4;2;;;4;0.5897083;2;2;4;2;3;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;3;1;2;3;2;2;2;2;2;3;2;3;2;2;2;3;2;3;3;2;3;3;3;3;1;16;1;;3;1;3;3;;;;;;;;;;1;1;2;;;;;;;;;;
110486;11;9;1;3;1;2;2;1;1;1;1;2;4;2;4;1;;;;;2;1;73;2;0;5;1;16;2;7;114001;;1;2;1;2;2;2;2;8;4;1;3;1;;6;0.8845626;2;2;4;2;3;3;2;2;1;2;2;2;2;2;2;1;2;2;4;2;3;1;3;1;2;2;2;3;2;2;2;3;1;2;1;2;1;1;2;1;4;4;2;3;2;16;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110493;10;9;1;2;1;2;2;2;1;2;1;2;4;1;4;1;;;;;2;2;45;1;1;5;1;6;2;3;114001;;;;;;;;;12;1;3;2;;;4;0.4351961;4;4;4;6;4;4;3;1;2;2;2;2;2;2;2;1;2;1;2;2;1;1;6;1;7;2;1;3;2;2;1;2;2;2;2;6;2;6;3;2;5;5;2;3;3;4;2;6;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110498;15;9;1;1;1;1;2;1;1;1;1;2;2;1;4;1;;;;;4;1;42;2;2;5;1;10;2;5;114001;;;;;;;;;9;1;3;9;;;4;0.4385176;2;2;3;2;3;3;1;2;1;2;2;1;2;2;2;2;1;2;2;2;2;1;3;4;1;1;1;2;1;3;1;1;1;1;3;3;2;3;4;2;3;5;3;3;2;6;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110500;13;9;1;7;1;2;2;2;1;1;1;2;1;1;4;1;;;;;5;1;38;2;3;5;1;6;2;3;114001;;;;;;;;;12;1;3;2;;;4;0.353825;2;4;4;2;3;4;2;2;2;1;2;2;1;1;2;2;2;2;2;2;1;1;3;3;1;1;1;1;1;2;1;1;1;1;2;2;6;6;3;2;5;5;1;1;1;6;2;5;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110512;12;9;1;2;2;3;2;1;1;1;2;2;2;1;4;1;;;;;2;1;56;2;0;5;1;11;2;6;114001;;;;;;;;;7;1;3;5;;;5;0.332146;1;1;1;1;1;1;3;2;1;2;2;1;2;2;2;1;2;2;4;1;1;1;3;2;1;1;1;1;1;1;9;9;1;1;2;2;2;1;3;2;3;3;2;2;2;16;1;;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110518;9;9;2;3;2;2;1;1;1;1;1;2;5;1;4;1;2;2;1;2;4;1;27;2;2;5;1;6;2;3;114001;2;;;;;;;;12;1;1;2;;;3;0.4422813;2;2;3;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;3;3;1;1;1;3;1;4;7;3;1;1;6;6;1;1;6;1;3;3;2;1;1;4;1;;2;1;3;1;2;2;1;2;2;;1;2;1;1;1;2;;2;;2;2;2;2;1;;2
110519;15;9;1;1;1;2;1;1;1;1;1;2;3;1;4;1;2;1;2;2;3;1;43;2;1;5;1;11;2;6;114001;2;;;;;;;;7;1;3;2;;;4;0.5897083;1;1;2;1;4;1;5;2;2;1;2;2;2;2;2;1;2;1;2;2;2;1;3;3;2;1;1;4;3;2;1;2;1;2;2;3;2;1;4;2;2;2;2;1;1;10;1;;2;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110525;10;9;1;3;1;3;2;1;1;1;1;2;4;2;3;1;;;;;5;1;31;2;3;5;1;9;2;4;114001;;2;2;1;2;2;2;2;7;1;2;2;;;4;0.3537933;1;1;3;1;4;2;2;2;1;2;1;1;1;2;2;1;1;2;2;1;1;2;3;3;1;1;7;2;7;2;7;2;1;7;2;2;1;3;4;2;1;1;1;5;1;3;1;;3;2;4;4;;;;;;;;;;2;2;2;;;;;;;;;;
110531;14;9;1;2;2;4;1;1;1;1;1;2;2;1;4;1;2;1;1;2;5;1;47;4;1;5;1;3;2;2;114001;2;;;;;;;;10;1;4;2;;;4;0.70765;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;1;2;2;4;3;3;3;3;1;1;7;1;6;1;5;1;5;3;3;6;6;2;3;4;2;5;5;5;2;5;4;1;;3;3;3;3;;;;;;;;;;2;1;2;;;;;;;;;;
110534;5;9;1;3;3;2;2;1;1;1;1;2;3;1;4;1;;;;;4;1;57;3;1;5;1;16;2;7;114001;;;;;;;;;6;4;1;2;1;;5;0.6634214;1;1;1;1;4;3;9;1;1;2;2;2;2;2;2;2;1;2;2;2;1;1;3;2;1;1;1;1;1;3;1;3;1;1;2;2;2;3;3;2;5;3;3;3;2;6;2;4;3;2;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
110537;4;9;1;2;3;3;1;1;1;1;1;2;1;1;4;1;1;2;2;2;1;2;71;1;0;5;1;16;2;7;114001;2;;;;;;;;6;4;3;2;1;;6;0.8845626;1;3;3;2;3;2;2;2;2;1;1;2;1;2;2;2;2;2;2;1;1;1;2;3;1;2;2;3;1;1;1;1;1;2;2;3;2;3;4;2;3;3;3;3;3;16;9;;2;1;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
110539;13;9;1;4;1;3;2;1;1;1;1;2;2;1;4;1;;;;;3;1;46;2;1;5;1;11;2;6;114001;;;;;;;;;7;1;3;2;;;4;0.5897083;4;4;4;4;4;4;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2;1;1;1;1;1;3;1;3;1;7;1;1;6;2;2;1;3;3;1;1;1;7;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110548;11;9;1;3;1;2;2;1;1;1;1;2;3;1;4;1;;;;;2;1;42;2;0;5;1;10;2;5;114001;;;;;;;;;11;2;3;2;1;;4;0.8845624;4;3;4;3;3;4;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2;3;2;2;3;2;2;2;2;2;2;2;3;2;2;3;2;3;3;1;1;1;4;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110554;11;9;1;5;1;3;2;1;1;1;1;2;3;1;4;1;;;;;2;1;26;2;0;5;1;6;2;3;114001;;;;;;;;;12;1;3;2;;;3;0.8845626;3;3;3;3;2;3;2;2;1;2;2;1;2;2;2;2;2;2;1;2;2;1;4;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;4;3;3;3;5;2;5;3;2;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
110555;7;9;1;3;3;2;2;1;1;1;1;2;5;1;4;1;;;;;1;1;64;1;0;5;1;16;2;7;114001;;;;;;;;;6;4;1;2;1;;6;0.8845626;3;4;4;4;4;4;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;3;6;3;2;4;2;4;3;2;1;3;2;2;2;2;3;2;3;2;2;2;2;6;2;6;2;2;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
110558;13;9;1;2;2;3;1;1;1;1;1;2;3;1;4;1;2;2;2;2;4;1;46;2;2;5;1;6;2;3;114001;1;;;;;;;;12;1;6;10;;0;4;0.4420503;4;1;1;1;1;1;2;1;2;1;1;2;2;2;1;1;2;2;9;3;3;1;3;3;3;2;7;3;3;4;2;3;2;2;2;2;2;2;4;2;3;3;2;5;5;16;1;;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110559;11;9;1;2;1;3;1;1;1;1;1;2;2;1;4;1;2;1;1;2;1;2;58;1;0;5;1;5;2;3;114001;2;;;;;;;;12;1;4;9;;;5;0.8845477;1;1;4;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;4;2;2;1;3;4;6;3;3;3;1;4;7;7;1;7;3;3;1;1;3;3;3;2;2;2;3;7;1;;1;1;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
110564;11;9;1;3;1;3;2;1;1;1;1;2;5;2;4;1;;;;;3;1;53;2;1;5;1;11;2;6;114001;;2;2;1;2;2;2;2;7;1;3;2;;;5;0.5897083;1;1;1;1;1;3;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;3;2;1;1;1;3;1;3;1;3;1;1;2;2;6;6;4;2;2;3;3;1;3;11;1;;2;1;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
110569;6;9;1;3;2;3;2;1;1;1;1;1;2;2;4;1;;;;;2;2;48;2;0;5;1;10;2;5;114001;;2;2;1;2;2;2;2;10;1;2;2;;;4;0.8845624;1;2;3;3;3;3;2;2;1;2;2;2;2;1;2;1;2;2;2;2;3;1;3;2;6;6;6;6;6;1;6;1;6;7;6;2;6;6;3;1;3;3;3;2;3;5;2;5;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110571;11;9;1;2;1;2;1;2;1;1;1;2;1;1;4;1;2;2;1;2;2;1;58;2;0;5;1;6;2;3;114001;2;;;;;;;;12;1;2;2;;;5;0.8844703;1;1;3;1;3;2;3;1;2;1;2;2;2;2;1;2;2;2;2;2;2;3;6;3;1;1;1;3;1;3;3;7;1;1;3;2;2;2;3;2;3;3;2;2;1;7;1;;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110574;13;9;2;2;2;2;1;1;1;1;1;2;2;1;4;1;2;1;1;2;3;1;52;3;0;5;1;6;2;3;114001;2;;;;;;;;12;1;3;2;;;5;0.8845626;1;1;4;2;4;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;3;3;1;1;1;1;1;3;1;7;1;1;3;3;3;3;3;2;3;3;3;3;3;5;1;;3;2;3;1;2;2;1;1;2;;1;2;1;2;2;2;;2;;2;2;2;2;2;;2
110580;12;9;1;2;1;3;2;2;1;1;1;2;1;1;4;1;;;;;3;2;54;3;0;5;1;5;2;3;114001;;;;;;;;;12;1;7;2;;0;5;0.8845625;1;1;1;1;3;4;2;2;2;2;2;1;2;2;2;1;2;2;4;3;2;1;6;3;1;1;1;6;7;3;1;1;1;1;2;2;2;2;4;2;3;2;2;1;1;4;2;2;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110582;13;9;2;2;2;2;1;1;1;1;1;2;2;1;4;1;2;1;1;2;6;1;56;4;2;5;1;5;2;3;114001;2;;;;;;;;12;1;7;2;;0;5;0.5012052;4;4;2;4;1;4;1;2;1;2;2;2;2;2;1;1;2;2;4;1;1;1;4;3;1;1;1;1;7;1;1;1;7;7;2;2;6;6;2;2;2;5;2;2;1;5;2;4;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110595;14;9;1;4;2;3;1;1;1;1;1;1;2;1;4;1;2;1;1;2;3;1;40;3;0;5;1;11;2;6;114001;2;;;;;;;;7;1;1;2;;;4;0.8845626;1;1;2;1;1;1;5;2;1;2;2;1;2;2;2;2;2;2;4;3;2;2;3;3;3;3;7;3;3;5;3;5;2;3;2;3;2;3;3;3;3;3;3;4;3;6;1;;2;1;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
110598;12;9;1;2;2;3;2;1;1;1;1;2;2;1;4;1;;;;;2;1;66;2;0;5;1;16;2;7;114001;;;;;;;;;11;4;3;2;1;;6;0.8845626;3;2;1;1;1;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;3;2;2;1;1;1;1;1;1;1;1;1;1;3;3;4;4;4;2;3;2;3;1;3;3;2;4;2;1;3;3;;;;;;;;;;1;1;1;;;;;;;;;;
110605;11;9;1;3;1;2;2;1;1;1;1;2;2;1;4;1;;;;;2;1;33;2;0;5;1;6;2;3;114001;;;;;;;;;12;1;3;1;;;4;0.8845626;1;3;4;2;2;4;2;1;1;1;2;1;1;1;2;1;1;2;1;2;1;1;3;2;1;7;1;1;1;4;1;4;1;1;6;6;2;2;3;2;5;5;5;2;5;5;1;;3;1;3;4;;;;;;;;;;1;1;1;;;;;;;;;;
110609;6;9;1;3;3;3;2;1;1;1;1;1;5;2;4;2;;;;;1;2;59;1;0;5;1;10;2;5;114001;;2;1;1;2;2;2;2;7;1;3;2;;;5;0.6818172;3;4;4;3;4;3;5;2;1;2;1;1;2;2;2;2;2;2;9;4;2;1;4;9;9;9;9;9;9;1;1;1;9;9;9;9;9;9;9;9;9;9;9;9;9;99;9;;9;9;9;9;;;;;;;;;;2;2;2;;;;;;;;;;
110618;3;9;2;4;3;1;2;2;1;2;2;2;3;1;4;1;;;;;2;1;32;2;0;5;1;11;2;6;114001;;;;;;;;;10;1;3;2;;;4;0.8845626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110621;3;9;2;3;3;3;2;1;1;1;2;1;4;1;3;1;;;;;1;2;52;1;0;5;1;10;2;5;114001;;;;;;;;;7;1;2;2;;;5;0.6818172;3;4;4;4;3;4;2;2;1;2;2;2;1;2;2;1;2;2;2;3;1;1;3;2;1;1;1;1;1;3;1;3;1;1;1;1;1;1;2;1;5;5;4;4;5;4;1;;3;1;4;4;;;;;;;;;;2;2;2;;;;;;;;;;
110622;7;9;2;3;1;3;2;1;1;1;1;1;2;1;4;3;;;;;2;1;38;2;0;5;1;11;2;6;114001;;;;;;;;;7;1;3;2;;;4;0.8845626;9;9;9;9;9;9;9;2;2;2;2;2;2;2;2;2;2;2;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;99;9;;9;9;9;9;;;;;;;;;;2;2;2;1;;;;;;;;;
110633;11;9;1;3;1;4;2;2;1;1;1;2;2;1;4;1;;;;;5;1;44;3;2;5;1;10;2;5;114001;;;;;;;;;7;1;2;2;;;4;0.529556;1;1;2;1;1;1;2;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;3;1;1;1;1;2;1;3;1;2;1;1;2;3;1;3;3;1;3;3;2;2;3;4;1;;1;1;3;9;;;;;;;;;;2;2;2;;;;;;;;;;
110636;3;9;1;2;1;3;2;1;1;1;1;2;2;2;4;1;;;;;2;2;65;2;0;5;1;16;2;7;114001;;2;2;1;2;2;2;2;6;4;7;3;1;0;6;0.8845626;1;1;1;1;3;9;9;1;2;1;2;2;2;2;2;2;2;2;9;2;1;1;3;2;1;7;1;1;7;2;1;1;7;7;1;6;6;6;2;1;2;5;5;1;1;4;2;5;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110642;15;9;1;3;2;2;2;1;1;1;1;2;4;1;4;1;;;;;2;1;61;2;0;5;1;2;2;2;114001;;;;;;;;;7;1;3;9;;;6;0.2993016;1;1;1;1;1;4;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;1;3;3;1;1;1;1;1;2;7;2;2;2;2;2;2;2;3;2;3;3;3;3;3;5;1;;1;2;3;1;2;2;1;1;1;;1;2;1;2;2;2;;2;;2;1;2;2;2;;2
110644;15;9;1;4;1;2;2;2;1;1;1;2;3;1;4;1;;;;;4;1;47;2;2;5;1;6;2;3;114001;;;;;;;;;12;1;3;2;;;4;0.4422811;3;2;4;1;2;4;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;6;2;1;2;2;3;2;4;7;4;2;3;2;3;6;6;3;2;3;3;2;1;1;4;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110647;5;9;2;2;2;2;1;1;1;1;1;2;2;1;4;1;2;1;1;2;2;1;73;2;0;5;1;16;2;7;114001;2;;;;;;;;10;4;3;3;1;;6;0.8845626;2;2;4;1;1;4;3;2;2;2;2;1;2;2;2;1;2;2;4;1;1;2;3;3;1;1;1;1;1;1;9;1;1;1;9;3;2;2;3;3;5;5;3;3;2;4;2;4;3;2;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
110653;3;9;2;2;2;3;2;1;1;1;1;2;2;1;4;3;;;;;2;1;60;2;0;5;1;16;2;7;114001;;;;;;;;;12;4;2;2;1;;6;0.8845626;2;3;3;1;3;3;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;4;3;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;5;4;2;4;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110668;9;9;1;2;1;2;1;1;1;1;1;2;2;1;4;1;2;1;1;2;5;1;53;3;2;5;1;11;2;6;114001;2;;;;;;;;7;1;3;2;;;5;0.5307375;2;1;1;2;4;4;3;2;1;2;2;1;2;2;2;2;1;2;2;3;1;2;3;2;1;7;1;1;1;3;1;3;1;1;6;6;6;6;2;2;5;5;5;2;2;3;2;4;2;1;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
110677;11;9;1;2;2;2;1;1;1;1;1;2;2;1;4;3;1;1;1;2;9;1;53;6;3;5;1;5;2;3;114001;2;;;;;;;;12;1;7;2;;0;5;0.291608;1;1;1;3;1;2;1;2;1;1;2;2;2;2;2;2;1;2;4;2;2;2;3;3;1;3;3;3;7;5;7;5;1;7;3;3;6;6;4;2;3;2;2;2;2;4;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110687;3;9;2;2;3;2;2;1;1;1;1;2;2;1;4;1;;;;;1;2;78;1;0;5;1;16;2;7;114001;;;;;;;;;7;4;2;3;1;;7;0.8845626;1;1;1;1;3;1;2;1;2;2;2;2;1;2;2;2;2;1;1;3;2;1;3;2;1;1;1;3;1;2;7;2;7;1;1;2;6;1;2;1;3;5;3;3;5;3;2;4;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110694;15;9;1;4;1;2;2;1;1;1;1;2;2;1;4;1;;;;;2;2;50;1;1;5;1;9;2;4;114001;;;;;;;;;12;1;1;2;;;5;0.441986;1;1;1;1;2;4;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;1;3;3;1;2;1;2;1;3;1;1;1;1;1;6;2;1;2;2;5;5;2;2;2;4;1;;1;2;3;4;;;;;;;;;;1;2;2;;;;;;;;;;
110695;15;9;1;3;1;2;2;1;1;1;1;2;4;1;4;3;;;;;5;1;47;5;0;5;1;10;2;5;114001;;;;;;;;;9;1;1;2;;;4;0.884562;3;4;2;4;1;3;2;2;1;2;2;1;2;2;2;1;2;2;2;2;1;2;3;2;1;1;1;1;1;1;1;1;1;1;2;6;1;2;3;2;3;2;2;1;5;4;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110696;15;9;1;2;3;1;1;1;1;1;1;2;4;3;1;1;2;2;2;2;1;2;50;1;0;5;1;11;2;6;114001;1;1;2;2;2;2;2;2;7;1;1;2;;;5;0.8845621;1;1;3;1;1;4;1;2;2;1;2;2;1;2;2;2;2;1;1;2;2;1;3;2;2;2;2;2;2;3;2;3;2;2;2;2;6;6;2;1;2;2;2;2;2;99;2;7;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110699;15;9;1;3;1;2;2;1;1;1;1;2;4;1;4;1;;;;;3;2;45;3;0;5;1;10;2;5;114001;;;;;;;;;3;1;4;2;;;4;0.8845596;1;2;4;1;1;3;2;2;2;2;2;1;1;2;2;2;2;2;4;1;3;1;3;1;1;1;1;6;1;1;6;1;1;1;2;6;2;2;6;1;3;3;3;1;1;16;1;;3;2;2;3;;;;;;;;;;2;1;2;;;;;;;;;;
110705;5;9;1;2;2;3;1;1;1;1;1;2;2;1;4;1;1;1;1;2;4;1;41;2;2;5;1;6;2;3;114001;2;;;;;;;;12;1;3;2;;;4;0.4422813;1;1;2;1;3;4;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;2;2;4;4;3;1;3;1;3;2;2;1;2;2;3;2;6;4;2;5;5;2;2;3;3;2;4;1;1;3;1;2;1;2;2;2;;2;1;2;1;2;2;;2;;2;1;2;2;2;;2
110712;15;9;1;2;2;2;2;1;1;1;1;2;2;1;4;1;;;;;3;1;59;3;0;5;1;6;2;3;114001;;;;;;;;;12;1;3;2;;;5;0.8639324;1;2;1;1;4;4;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;3;3;1;2;1;1;1;2;1;1;1;1;2;2;1;2;3;2;3;2;2;1;1;4;2;4;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
110714;3;9;2;2;1;2;1;1;1;1;1;2;4;1;4;1;1;1;1;2;3;1;52;3;0;5;1;10;2;5;114001;2;;;;;;;;4;1;1;2;;;5;0.8845626;2;1;1;1;2;4;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;4;3;4;4;2;4;3;5;1;1;1;3;3;2;2;2;3;2;3;3;3;2;3;2;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
